layer_id,latent_ind,flattened_id,latent_i,domain_idx,entry_name,n_in,n_out,mwu_p,mwu_p_adj,mwu_auc,prevalence,summary_kind,k_1x,precision_1x,lift_1x,or_topk_1x,fisher_p_1x,k_2x,precision_2x,lift_2x,or_topk_2x,fisher_p_2x,fisher_p_adj_1x,fisher_p_adj_2x
24,3302,23782,337,8793,Armadillo-type fold,24,9976,2.199680561304919e-17,6.24709279410597e-15,0.9935052459235498,0.0024,topq,24,0.7916666666666666,329.86111111111114,7577.96,2.230238932016921e-50,48,0.4791666666666667,199.6527777777778,9154.92,1.9652875428471172e-55,6.333878566928055e-48,5.581416621685813e-53
24,2398,22878,315,9488,Ankyrin repeat-containing domain superfamily,22,9978,4.801058804764542e-17,1.36350070055313e-14,0.9993872883981122,0.0022,topq,22,0.6818181818181818,309.9173553719008,3052.34693877551,3.8259170889970795e-38,44,0.4772727272727273,216.94214876033058,9089.347826086956,2.3051409688779842e-51,1.0865604532751706e-35,6.5466003516134755e-49
12,4019,12211,105,8906,HAD superfamily,24,9976,5.113112204761818e-17,1.4521238661523564e-14,0.9870021384656509,0.0024,topq,24,0.5,208.33333333333334,830.3333333333333,3.479222654568833e-27,48,0.2708333333333333,112.84722222222223,335.6701298701299,2.9157958572306743e-25,9.880992338975486e-25,8.280860234535115e-23
12,4019,12211,105,9339,HAD-like superfamily,23,9977,6.151092373862638e-17,1.7469102341769892e-14,0.9961345878128391,0.0023,topq,23,0.5217391304347826,226.8431001890359,988.3636363636363,8.71659268945208e-28,46,0.2826086956521739,122.87334593572778,391.73333333333335,7.085548761552788e-26,2.4755123238043905e-25,2.012295848280992e-23
12,3035,11227,91,10082,"PAC1/LIS1-like, WD-40 repeat",22,9978,7.74821143968258e-17,2.2004920488698528e-14,0.9997130049745805,0.0022,topq,22,0.8181818181818182,371.900826446281,11220.75,3.47343008647817e-49,44,0.5,227.27272727272725,19913.0,2.4203164631801894e-55,9.864541445598004e-47,6.873698755431738e-53
20,3952,20336,253,6265,"Small ribosomal subunit protein uS17, bacteria/chloroplast",21,9979,9.66753706908139e-17,2.7455805276191148e-14,0.9989692640258829,0.0021,topq,21,0.6190476190476191,294.78458049886626,2025.359375,2.5832669417127884e-32,42,0.47619047619047616,226.75736961451247,9051.818181818182,2.669777994930099e-49,7.336478114464319e-30,7.582169505601481e-47
24,1858,22338,299,10045,Leucine-rich repeat,22,9978,1.3555210224638245e-16,3.849679703797262e-14,0.9885293099364055,0.0022,topq,22,0.8181818181818182,371.900826446281,11220.75,3.47343008647817e-49,44,0.4772727272727273,216.94214876033058,9089.347826086956,2.3051409688779842e-51,9.864541445598004e-47,6.5466003516134755e-49
20,1800,18184,211,4180,Small ribosomal subunit protein uS2,22,9978,1.5098647233191322e-16,4.288015814226336e-14,0.9983372510432041,0.0022,topq,22,0.2727272727272727,123.96694214876031,233.484375,3.927054362706969e-12,44,0.5,227.27272727272725,19913.0,2.4203164631801894e-55,1.115283439008779e-09,6.873698755431738e-53
20,1800,18184,211,8948,"Small ribosomal subunit protein uS2, flavodoxin-like domain superfamily",22,9978,1.5098647233191322e-16,4.288015814226336e-14,0.9983372510432041,0.0022,topq,22,0.2727272727272727,123.96694214876031,233.484375,3.927054362706969e-12,44,0.5,227.27272727272725,19913.0,2.4203164631801894e-55,1.115283439008779e-09,6.873698755431738e-53
24,3302,23782,337,8697,Armadillo-like helical,22,9978,1.8594211658143496e-16,5.280756110912753e-14,0.9997950035532718,0.0022,topq,22,0.8636363636363636,392.56198347107437,21058.333333333332,2.9322092901308596e-53,44,0.5,227.27272727272725,19913.0,2.4203164631801894e-55,8.327474383971642e-51,6.873698755431738e-53
24,3857,24337,349,10082,"PAC1/LIS1-like, WD-40 repeat",22,9978,2.2129695420999815e-16,6.284833499563948e-14,0.9998041145064597,0.0022,topq,22,0.8636363636363636,392.56198347107437,21058.333333333332,2.9322092901308596e-53,44,0.5,227.27272727272725,19913.0,2.4203164631801894e-55,8.327474383971642e-51,6.873698755431738e-53
24,2398,22878,315,10049,Ankyrin repeat,21,9979,2.3183132276864113e-16,6.584009566629409e-14,0.9994917899016507,0.0021,topq,21,0.7142857142857143,340.13605442176873,4155.416666666667,3.878080496630155e-39,42,0.5,238.0952380952381,19917.0,2.808411393729663e-53,1.101374861042964e-36,7.975888358192243e-51
20,142,16526,177,2169,Aldehyde dehydrogenase domain,20,9980,2.41859291810773e-16,6.868803887425954e-14,0.9985120240480962,0.002,topq,20,0.35,174.99999999999997,412.83431952662716,2.9904548924330567e-15,40,0.5,250.0,19921.0,3.4180421596856146e-51,8.492891894509881e-13,9.707239733507145e-49
20,142,16526,177,8826,"Aldehyde dehydrogenase, N-terminal",20,9980,2.41859291810773e-16,6.868803887425954e-14,0.9985120240480962,0.002,topq,20,0.35,174.99999999999997,412.83431952662716,2.9904548924330567e-15,40,0.5,250.0,19921.0,3.4180421596856146e-51,8.492891894509881e-13,9.707239733507145e-49
20,142,16526,177,8827,"Aldehyde dehydrogenase, C-terminal",20,9980,2.41859291810773e-16,6.868803887425954e-14,0.9985120240480962,0.002,topq,20,0.35,174.99999999999997,412.83431952662716,2.9904548924330567e-15,40,0.5,250.0,19921.0,3.4180421596856146e-51,8.492891894509881e-13,9.707239733507145e-49
24,491,20971,272,3860,Small ribosomal subunit protein uS8,22,9978,2.8006952996588445e-16,7.953974651031118e-14,0.9989545181216859,0.0022,topq,22,0.5909090909090909,268.59504132231405,1599.962962962963,1.5411411187371235e-31,44,0.45454545454545453,206.61157024793386,4147.5,1.0040860293530665e-47,4.3768407772134305e-29,2.851604323362709e-45
24,491,20971,272,9141,Small ribosomal subunit protein uS8 superfamily,22,9978,2.8006952996588445e-16,7.953974651031118e-14,0.9989545181216859,0.0022,topq,22,0.5909090909090909,268.59504132231405,1599.962962962963,1.5411411187371235e-31,44,0.45454545454545453,206.61157024793386,4147.5,1.0040860293530665e-47,4.3768407772134305e-29,2.851604323362709e-45
20,4060,20444,259,9488,Ankyrin repeat-containing domain superfamily,22,9978,2.801253581387559e-16,7.955560171140667e-14,0.9972712695202172,0.0022,topq,22,0.7727272727272727,351.2396694214876,6781.639999999999,2.4945041739917337e-45,44,0.4318181818181818,196.28099173553719,2521.4266666666667,2.6656381657253544e-44,7.084391854136523e-43,7.570412390660007e-42
20,930,17314,195,10045,Leucine-rich repeat,22,9978,4.470139498296113e-16,1.269519617516096e-13,0.9868027843072942,0.0022,topq,22,0.8636363636363636,392.56198347107437,21058.333333333332,2.9322092901308596e-53,44,0.4772727272727273,216.94214876033058,9089.347826086956,2.3051409688779842e-51,8.327474383971642e-51,6.5466003516134755e-49
28,2952,27528,375,3860,Small ribosomal subunit protein uS8,22,9978,5.133174376944259e-16,1.4578215230521695e-13,0.9943830973596458,0.0022,topq,22,0.8181818181818182,371.900826446281,11220.75,3.47343008647817e-49,44,0.45454545454545453,206.61157024793386,4147.5,1.0040860293530665e-47,9.864541445598004e-47,2.851604323362709e-45
28,2952,27528,375,9141,Small ribosomal subunit protein uS8 superfamily,22,9978,5.133174376944259e-16,1.4578215230521695e-13,0.9943830973596458,0.0022,topq,22,0.8181818181818182,371.900826446281,11220.75,3.47343008647817e-49,44,0.45454545454545453,206.61157024793386,4147.5,1.0040860293530665e-47,9.864541445598004e-47,2.851604323362709e-45
20,1800,18184,211,348,"Small ribosomal subunit protein uS2, conserved site",21,9979,7.030894455772824e-16,1.996774025439482e-13,0.9983298259678659,0.0021,topq,21,0.23809523809523808,113.37868480725623,194.58984375,4.868808230085522e-10,42,0.5,238.0952380952381,19917.0,2.808411393729663e-53,1.3827415373442882e-07,7.975888358192243e-51
20,4060,20444,259,10049,Ankyrin repeat,21,9979,1.0137219676171404e-15,2.8789703880326786e-13,0.999016983283944,0.0021,topq,21,0.8095238095238095,385.4875283446712,10598.4375,1.2895817521214233e-46,42,0.4523809523809524,215.41950113378687,4112.260869565217,1.1559271152035916e-45,3.662412176024842e-44,3.2828330071782e-43
4,798,798,9,4210,Small ribosomal subunit protein uS11,24,9976,5.433727826014735e-15,1.5431787025881847e-12,0.9559192060946271,0.0024,topq,24,0.6666666666666666,277.77777777777777,2492.0,1.1385259069257326e-39,48,0.3541666666666667,147.56944444444446,779.1013824884792,5.188861894948801e-36,3.2334135756690806e-37,1.4736367781654596e-33
4,798,798,9,9605,Small ribosomal subunit protein uS11 superfamily,24,9976,5.433727826014735e-15,1.5431787025881847e-12,0.9559192060946271,0.0024,topq,24,0.6666666666666666,277.77777777777777,2492.0,1.1385259069257326e-39,48,0.3541666666666667,147.56944444444446,779.1013824884792,5.188861894948801e-36,3.2334135756690806e-37,1.4736367781654596e-33
24,491,20971,272,630,"Small ribosomal subunit protein uS8, conserved site",20,9980,5.8095238398613876e-15,1.649904770520634e-12,0.9988602204408817,0.002,topq,20,0.5,250.0,997.0,1.2329904067563518e-23,40,0.45,225.0,4073.7272727272725,1.3946495717464086e-43,3.501692755188039e-21,3.9608047837598e-41
4,1096,1096,11,1344,Cytidyltransferase-like domain,37,9963,7.797719306792e-15,2.2145522831289282e-12,0.8652934777596024,0.0037,topq,37,0.5945945945945946,160.70124178232285,972.6933333333333,9.871134666815815e-48,74,0.3108108108108108,84.00292184075967,319.29411764705884,1.2469815972228612e-41,2.803402245375692e-45,3.5414277361129254e-39
24,2632,23112,322,10045,Leucine-rich repeat,22,9978,9.795344994612407e-15,2.7818779784699236e-12,0.9621029902148363,0.0022,topq,22,0.8181818181818182,371.900826446281,11220.75,3.47343008647817e-49,44,0.4772727272727273,216.94214876033058,9089.347826086956,2.3051409688779842e-51,9.864541445598004e-47,6.5466003516134755e-49
28,2952,27528,375,630,"Small ribosomal subunit protein uS8, conserved site",20,9980,1.065404341165844e-14,3.0257483289109967e-12,0.9938326653306613,0.002,topq,20,0.75,375.0,5985.0,3.169053664218796e-40,40,0.45,225.0,4073.7272727272725,1.3946495717464086e-43,9.000112406381381e-38,3.9608047837598e-41
4,1712,1712,20,1344,Cytidyltransferase-like domain,37,9963,1.201834902722447e-14,3.4132111237317496e-12,0.8626499127854141,0.0037,topq,37,0.5945945945945946,160.70124178232285,972.6933333333333,9.871134666815815e-48,74,0.32432432432432434,87.65522279035793,366.01846153846157,3.740909009992352e-44,2.803402245375692e-45,1.062418158837828e-41
16,737,13025,116,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,1.6692152717970605e-14,4.740571371903652e-12,0.8538469254689538,0.0031,topq,31,0.5483870967741935,176.89906347554628,863.4438775510204,2.488885463413838e-37,62,0.3064516129032258,98.85535900104058,365.4922480620155,7.118483244123895e-36,7.068434716095301e-35,2.0216492413311863e-33
24,1427,21907,294,10045,Leucine-rich repeat,22,9978,3.416205805393669e-14,9.70202448731802e-12,0.9604242970899616,0.0022,topq,22,0.8181818181818182,371.900826446281,11220.75,3.47343008647817e-49,44,0.4318181818181818,196.28099173553719,2521.4266666666667,2.6656381657253544e-44,9.864541445598004e-47,7.570412390660007e-42
4,798,798,9,6262,"Small ribosomal subunit protein uS11, bacterial-type",20,9980,6.388079097824115e-14,1.8142144637820486e-11,0.9786472945891783,0.002,topq,20,0.7,349.99999999999994,3878.7777777777783,1.3172485494915457e-36,40,0.425,212.5,2453.1739130434785,3.623488072726808e-40,3.74098588055599e-34,1.0290706126544135e-37
4,798,798,9,339,"Small ribosomal subunit protein uS11, conserved site",22,9978,1.1236399136139616e-13,3.191137354663651e-11,0.95178028025292,0.0022,topq,22,0.5909090909090909,268.59504132231405,1599.962962962963,1.5411411187371235e-31,44,0.3409090909090909,154.9586776859504,735.1477832512315,5.083564240292674e-32,4.3768407772134305e-29,1.4437322442431195e-29
20,441,16825,180,10045,Leucine-rich repeat,22,9978,1.1787326608429342e-13,3.347600756793933e-11,0.9512973997339602,0.0022,topq,22,0.8181818181818182,371.900826446281,11220.75,3.47343008647817e-49,44,0.4318181818181818,196.28099173553719,2521.4266666666667,2.6656381657253544e-44,9.864541445598004e-47,7.570412390660007e-42
20,2366,18750,224,936,DnaJ domain,30,9970,5.875755951118718e-10,1.6687146901177158e-07,0.8211200267469074,0.003,topq,30,0.5333333333333333,177.77777777777777,812.734693877551,4.396061727715584e-35,60,0.31666666666666665,105.55555555555554,418.29490022172956,1.324034886710006e-36,1.2484815306712258e-32,3.7602590782564173e-34
20,2366,18750,224,9543,Chaperone J-domain superfamily,32,9968,5.1771085241821716e-09,1.4702988208677366e-06,0.792616058888443,0.0032,topq,32,0.53125,166.015625,752.0044444444444,1.1296099394615441e-36,64,0.296875,92.7734375,322.2854700854701,3.5447591524999e-35,3.208092228070785e-34,1.0067115993099716e-32
16,1597,13885,138,9559,Histidine kinase/HSP90-like ATPase superfamily,31,9969,1.0333433477688805e-08,2.9346951076636204e-06,0.7886981901960594,0.0031,topq,31,0.5483870967741935,176.89906347554628,863.4438775510204,2.488885463413838e-37,62,0.27419354838709675,88.44953173777314,267.79047619047617,6.661706433208613e-31,7.068434716095301e-35,1.891924627031246e-28
