domain_idx,entry_name,n_in,n_out,mwu_p,mwu_p_adj,mwu_auc,prevalence,summary_kind,k_1x,precision_1x,lift_1x,or_topk_1x,fisher_p_1x,k_2x,precision_2x,lift_2x,or_topk_2x,fisher_p_2x,fisher_p_adj_1x,fisher_p_adj_2x
9278,NAD(P)-binding domain superfamily,206,9794,1.299685952294105e-123,3.6911081045152583e-121,0.9798283970173932,0.0206,topq,206,0.4563106796116505,22.15100386464323,72.5532525510204,3.230260847741031e-110,412,0.3907766990291262,18.969742671316805,136.02682602921647,1.1354663917092764e-193,2.2456390393953377e-21,1.0
9063,S-adenosyl-L-methionine-dependent methyltransferase superfamily,179,9821,7.292739662712065e-101,2.0711380642102264e-98,0.9633583604623316,0.0179,topq,179,0.07262569832402235,4.057301582347618,4.554906372477864,1.8795587534376692e-05,358,0.21508379888268156,12.015854686183328,25.62905589281976,3.834207945146184e-65,1.0,1.0
9235,FAD/NAD(P)-binding domain superfamily,75,9925,1.3932819973118315e-48,3.9569208723656016e-46,0.9883761544920235,0.0075,topq,75,0.37333333333333335,49.77777777777778,125.20778632865549,2.5286138253474077e-42,150,0.3333333333333333,44.44444444444444,196.49999999999997,2.840775173200638e-76,1.0,1.0
9005,P-loop containing nucleoside triphosphate hydrolase,652,9348,7.761982131491118e-45,2.2044029253434775e-42,0.6636571813530534,0.0652,topq,652,0.010736196319018405,0.16466558771500622,0.14643591130340725,0.9999999999996465,1304,0.09125766871165644,1.399657495577553,1.5379818082504098,5.658429306848141e-05,1.0,1.0
9059,Alpha/Beta hydrolase fold,63,9937,6.8684725466716146e-40,1.9506462032547387e-37,0.9802238227819389,0.0063,topq,63,0.14285714285714285,22.675736961451246,30.503086419753085,1.567319188341118e-10,126,0.19047619047619047,30.23431594860166,59.33634992458522,2.702928231504115e-30,1.0,1.0
9945,"ATPase, nucleotide binding domain",95,9905,2.118367565746638e-36,6.0161638867204524e-34,0.8732171417944153,0.0095,topq,95,0.0,0.0,0.5378416161837669,1.0,190,0.0,0.0,0.2670157068062827,1.0,1.0,1.0
9062,Class I glutamine amidotransferase-like,45,9955,1.943479687878033e-21,5.519482313573613e-19,0.9068418996595792,0.0045,topq,45,0.0,0.0,2.3935515034416133,1.0,90,0.0,0.0,1.1979236233379882,1.0,1.0,1.0
9541,Ribonuclease Z/Hydroxyacylglutathione hydrolase-like,35,9965,2.6134554757310552e-20,7.422213551076198e-18,0.9475779514013333,0.0035,topq,35,0.0,0.0,3.9398928783971434,1.0,70,0.0,0.0,1.9769253820797124,1.0,1.0,1.0
887,Metallo-beta-lactamase,34,9966,8.1604395161956e-20,2.3175648225995504e-17,0.9479568769109089,0.0034,topq,34,0.0,0.0,4.172442764125184,1.0,68,0.0,0.0,2.0942557918121234,1.0,1.0,1.0
9050,Nucleotide-diphospho-sugar transferases,50,9950,1.293320950595728e-19,3.673031499691867e-17,0.8676251256281408,0.005,topq,50,0.0,0.0,1.941084207430644,1.0,100,0.0,0.0,0.9704448056745972,1.0,1.0,1.0
10002,"Aminoacid dehydrogenase-like, N-terminal domain superfamily",30,9970,3.608928066274714e-19,1.0249355708220188e-16,0.9681344032096288,0.003,topq,30,0.03333333333333333,11.11111111111111,11.820451843043994,0.08631227336774222,60,0.08333333333333333,27.777777777777775,36.054545454545455,8.334655963313044e-07,1.0,1.0
4311,Short-chain dehydrogenase/reductase SDR,26,9974,1.0275834813262173e-18,2.918337086966457e-16,0.9961110425568015,0.0026,topq,26,0.19230769230769232,73.96449704142013,112.84580498866211,5.009742101979493e-09,52,0.25,96.15384615384616,254.74358974358975,3.953589858090383e-24,1.0,1.0
